empreendimento;ano;mes;ano_mes;produto;id_produto;safra;uf;municipio;cod_ibge;unidade_comercializacao;vlr_custo_variavel_ha;vlr_custo_variavel_unidade;vlr_custo_fixo_ha;vlr_custo_fixo_unidade;vlr_renda_fator_ha;vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;CAFE                                    ;7498;TODAS                                   ;BA;LUÃS EDUARDO MAGALHÃƒES-BA                         ;2919553;60 kg   ;27411.76;548.24;4171.96;83.44;1463.93;29.28
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;CAFE                                    ;7498;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;29067.45;545.01;6453.98;121.01;1861.99;34.91
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;CAFE                                    ;7498;TODAS                                   ;MG;PATROCÃNIO-MG                                     ;3148103;60 kg   ;23632.39;716.13;3408.17;103.28;1300.55;39.41
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;CAFE                                    ;7498;TODAS                                   ;SP;FRANCA-SP                                         ;3516200;60 kg   ;22326.98;744.23;2256.76;75.23;2882.4;96.08
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;7087.78;191.56;772.37;20.87;370.61;10.02
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;9889.32;234.35;1211.92;28.545;381.71;9.095
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;9926.92;211.21;2659.5;56.59;1125.59;23.95
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;6366.04;166.07;1412.27;36.84;753.25;19.65
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;SP;TAQUARITUBA-SP                                    ;3553807;60 kg   ;10888.71;237.57;1578.25;34.43;1698.35;37.05
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;GIRASSOL                                ;4738;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;3584.2;132.75;838.02;31.04;576.4;21.35
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;GIRASSOL                                ;4738;TODAS                                   ;RS;SÃƒO LUIZ GONZAGA-RS                               ;4318903;60 kg   ;3144.86;120.96;727.23;27.97;400.33;15.4
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;LATEX                                   ;14231;TODAS                                   ;SP;SÃƒO JOSÃ‰ DO RIO PRETO-SP                          ;3549805;kg      ;13500.11;4.77;2211.45;0.78;588.86;0.21
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;1Âª SAFRA                                ;BA;BARREIRAS-BA                                      ;2903201;60 kg   ;9208.51;57.55;1001.04;6.26;900.42;5.63
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;2720.13;34.0;517.06;6.46;343.66;4.3
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;5787.15;57.87;367.4;3.67;410.08;4.1
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;MA;BALSAS-MA                                         ;2101400;60 kg   ;3706.45;52.33;545.52;7.7;435.33;6.15
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;5011.2;50.11;820.32;8.2;294.24;2.94
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;60 kg   ;5052.93;50.53;89.24;0.89;427.31;4.27
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;MS;DOURADOS-MS                                       ;5003702;60 kg   ;4379.89;48.67;1146.07;12.73;627.24;6.97
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;4178.97;41.79;1232.62;12.33;656.89;6.57
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;MT;CAMPO VERDE-MT                                    ;5102678;60 kg   ;4978.19;49.78;1200.48;12.0;1231.04;12.31
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;MT;PRIMAVERA DO LESTE-MT                             ;5107040;60 kg   ;4644.92;46.45;546.97;5.47;788.85;7.89
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;MT;SORRISO-MT                                        ;5107925;60 kg   ;5192.92;43.27;513.39;4.28;142.94;1.19
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;1Âª SAFRA                                ;PI;URUÃ‡UÃ-PI                                         ;2211209;60 kg   ;6177.43;51.48;820.8;6.84;430.51;3.59
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;5496.68;50.74;622.07;5.74;1259.81;11.63
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;5928.38;62.4;1455.17;15.32;735.78;7.75
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;1Âª SAFRA                                ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;10630.34;63.78;994.25;5.97;878.58;5.27
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;2Âª SAFRA                                ;PR;UBIRATÃƒ-PR                                        ;4128005;60 kg   ;5681.59;63.13;628.52;6.98;1067.97;11.87
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;1Âª SAFRA                                ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;7248.98;72.49;605.08;6.05;190.03;1.9
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;1Âª SAFRA                                ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;10213.9;63.84;1472.13;9.2;930.08;5.81
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;1Âª SAFRA                                ;RS;SANTO Ã‚NGELO-RS                                   ;4317509;60 kg   ;6457.43;51.66;566.76;4.53;476.9;3.82
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;1Âª SAFRA                                ;RS;SÃƒO LUIZ GONZAGA-RS                               ;4318903;60 kg   ;7215.91;54.32;1258.9;9.48;275.09;2.07
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;MILHO                                   ;4742;1Âª SAFRA                                ;SC;CAMPOS NOVOS-SC                                   ;4203600;60 kg   ;13363.86;74.24;1271.36;7.06;1302.54;7.24
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;13544.135;540.81;15872.08;660.945;303.455;12.595
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SISAL                                   ;4604;TODAS                                   ;BA;CAMPO FORMOSO-BA                                  ;2906006;kg      ;6516.03;3.52;203.1;0.11;80.29;0.04
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SISAL                                   ;4604;TODAS                                   ;BA;VALENTE-BA                                        ;2933000;kg      ;6054.65;3.27;5.53;0.0;232.19;0.13
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;BA;BARREIRAS-BA                                      ;2903201;60 kg   ;5958.19;97.68;963.37;15.79;897.98;14.72
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;DF;BRASÃLIA-DF                                       ;5300108;60 kg   ;7132.16;109.73;1541.15;23.71;454.36;6.99
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;4879.82;88.72;1016.2;18.48;219.74;4.0
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;4799.62;79.99;316.92;5.28;399.54;6.66
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;5601.27;107.72;1527.65;29.38;463.05;8.9
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;5498.58;99.97;1055.2;19.19;327.15;5.95
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;MS;DOURADOS-MS                                       ;5003702;60 kg   ;6494.1;99.91;935.56;14.39;1084.64;16.69
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;5362.99;92.47;1257.88;21.69;604.88;10.43
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;MT;PRIMAVERA DO LESTE-MT                             ;5107040;60 kg   ;5645.67;104.55;1281.84;23.74;477.59;8.84
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;6213.45;103.56;709.07;11.82;631.18;10.52
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;PI;URUÃ‡UÃ-PI                                         ;2211209;60 kg   ;3538.5;78.63;824.63;18.33;437.15;9.71
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;5555.17;91.32;558.85;9.19;1235.36;20.31
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;6626.65;110.44;1850.51;30.84;773.63;12.89
AGRICULTURA EMPRESARIAL                 ;2022;3;202203;SOJA                                    ;4744;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;5896.78;93.11;737.35;11.64;881.81;13.92
